Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2023-01-01 14:00:00,Switzerland,Switzerland,CH,8.69,30.61,98.2,56.23,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-01 15:00:00,Switzerland,Switzerland,CH,8.99,30.7,98.15,55.96,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-01 16:00:00,Switzerland,Switzerland,CH,9.02,30.44,98.23,58.61,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-01 17:00:00,Switzerland,Switzerland,CH,7.66,29.03,98.53,60.02,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-01 18:00:00,Switzerland,Switzerland,CH,7.28,28.74,98.61,59.97,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-01 19:00:00,Switzerland,Switzerland,CH,7.99,29.17,98.42,56.88,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-01 20:00:00,Switzerland,Switzerland,CH,8.76,29.66,98.21,53.98,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-01 21:00:00,Switzerland,Switzerland,CH,8.65,29.53,98.23,52.84,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-01 22:00:00,Switzerland,Switzerland,CH,8.74,29.55,98.22,51.32,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-01 23:00:00,Switzerland,Switzerland,CH,12.42,33.08,97.54,48.34,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-02 00:00:00,Switzerland,Switzerland,CH,17.94,39.75,96.9,49.5,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-02 01:00:00,Switzerland,Switzerland,CH,23.24,46.12,96.35,50.44,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-02 02:00:00,Switzerland,Switzerland,CH,21.54,44.0,96.47,49.84,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-02 03:00:00,Switzerland,Switzerland,CH,21.54,43.88,96.46,49.67,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-02 04:00:00,Switzerland,Switzerland,CH,11.54,32.31,97.56,48.04,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-02 05:00:00,Switzerland,Switzerland,CH,10.61,31.39,97.74,49.77,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-02 06:00:00,Switzerland,Switzerland,CH,9.37,30.56,98.06,54.93,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-02 07:00:00,Switzerland,Switzerland,CH,8.74,30.13,98.23,57.08,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-02 08:00:00,Switzerland,Switzerland,CH,7.84,29.49,98.43,58.74,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-02 09:00:00,Switzerland,Switzerland,CH,9.6,31.75,98.3,59.51,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-02 10:00:00,Switzerland,Switzerland,CH,16.02,38.76,97.64,60.04,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-02 11:00:00,Switzerland,Switzerland,CH,13.3,35.33,97.76,56.85,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-02 12:00:00,Switzerland,Switzerland,CH,9.9,31.55,98.07,55.82,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-02 13:00:00,Switzerland,Switzerland,CH,10.7,32.33,97.92,55.88,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-02 14:00:00,Switzerland,Switzerland,CH,9.08,30.82,98.16,57.25,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-02 15:00:00,Switzerland,Switzerland,CH,9.63,31.23,98.05,56.85,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-02 16:00:00,Switzerland,Switzerland,CH,6.57,28.8,98.74,62.64,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-02 17:00:00,Switzerland,Switzerland,CH,6.94,29.38,99.02,65.41,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-02 18:00:00,Switzerland,Switzerland,CH,18.75,40.77,97.89,65.51,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-02 19:00:00,Switzerland,Switzerland,CH,21.78,43.54,97.46,63.23,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-02 20:00:00,Switzerland,Switzerland,CH,37.58,60.68,95.58,60.34,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-02 21:00:00,Switzerland,Switzerland,CH,39.24,62.55,95.23,56.87,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-02 22:00:00,Switzerland,Switzerland,CH,60.06,85.55,92.97,55.93,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-02 23:00:00,Switzerland,Switzerland,CH,72.26,99.69,91.3,52.74,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-03 00:00:00,Switzerland,Switzerland,CH,80.38,109.11,90.43,52.52,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-03 01:00:00,Switzerland,Switzerland,CH,50.92,76.39,93.48,50.0,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-03 02:00:00,Switzerland,Switzerland,CH,44.16,68.77,94.09,48.94,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-03 03:00:00,Switzerland,Switzerland,CH,37.68,61.36,94.66,47.54,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-03 04:00:00,Switzerland,Switzerland,CH,43.42,67.4,93.99,46.37,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-03 05:00:00,Switzerland,Switzerland,CH,30.16,53.21,95.47,49.54,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-03 06:00:00,Switzerland,Switzerland,CH,21.85,44.27,96.8,57.94,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-03 07:00:00,Switzerland,Switzerland,CH,18.33,40.11,97.04,58.05,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-03 08:00:00,Switzerland,Switzerland,CH,34.47,57.59,95.36,57.89,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-03 09:00:00,Switzerland,Switzerland,CH,37.69,61.05,94.84,56.81,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-03 10:00:00,Switzerland,Switzerland,CH,62.96,88.07,92.35,56.53,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-03 11:00:00,Switzerland,Switzerland,CH,46.2,70.55,93.86,54.79,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-03 12:00:00,Switzerland,Switzerland,CH,47.61,72.42,93.65,54.03,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-03 13:00:00,Switzerland,Switzerland,CH,42.76,67.26,94.08,54.82,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-03 14:00:00,Switzerland,Switzerland,CH,23.42,46.39,96.06,55.55,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-03 15:00:00,Switzerland,Switzerland,CH,17.02,39.2,96.65,55.36,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-03 16:00:00,Switzerland,Switzerland,CH,35.14,58.27,95.22,58.63,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-03 17:00:00,Switzerland,Switzerland,CH,39.84,63.45,94.85,58.92,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-03 18:00:00,Switzerland,Switzerland,CH,49.33,74.04,93.59,57.91,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-03 19:00:00,Switzerland,Switzerland,CH,80.22,106.86,90.31,55.4,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-03 20:00:00,Switzerland,Switzerland,CH,72.06,98.56,91.04,53.19,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-03 21:00:00,Switzerland,Switzerland,CH,81.97,109.58,90.15,53.46,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-03 22:00:00,Switzerland,Switzerland,CH,84.1,112.63,89.8,54.05,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-03 23:00:00,Switzerland,Switzerland,CH,68.74,96.44,91.16,54.1,EMBER + Electricity Maps Estimation,false,
2023-01-04 00:00:00,Switzerland,Switzerland,CH,59.19,85.95,92.26,54.24,EMBER + Electricity Maps Estimation,false,
2023-01-04 01:00:00,Switzerland,Switzerland,CH,55.82,82.15,92.58,53.73,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-04 02:00:00,Switzerland,Switzerland,CH,48.54,73.8,93.38,52.68,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-04 03:00:00,Switzerland,Switzerland,CH,46.51,71.46,93.65,52.88,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-04 04:00:00,Switzerland,Switzerland,CH,53.53,79.33,92.85,54.55,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-04 05:00:00,Switzerland,Switzerland,CH,64.8,90.35,92.06,59.51,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-04 06:00:00,Switzerland,Switzerland,CH,58.67,83.96,92.86,62.48,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-04 07:00:00,Switzerland,Switzerland,CH,57.39,82.03,93.31,63.4,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-04 08:00:00,Switzerland,Switzerland,CH,55.21,80.07,93.57,64.9,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-04 09:00:00,Switzerland,Switzerland,CH,45.82,70.94,94.23,62.97,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-04 10:00:00,Switzerland,Switzerland,CH,49.91,74.83,93.91,63.07,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-04 11:00:00,Switzerland,Switzerland,CH,51.22,76.12,93.79,62.54,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-04 12:00:00,Switzerland,Switzerland,CH,45.39,70.4,94.15,61.35,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-04 13:00:00,Switzerland,Switzerland,CH,43.82,68.91,94.27,61.62,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-04 14:00:00,Switzerland,Switzerland,CH,46.0,70.92,94.03,61.7,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-04 15:00:00,Switzerland,Switzerland,CH,49.17,73.55,94.03,62.91,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-04 16:00:00,Switzerland,Switzerland,CH,57.38,81.21,93.62,65.31,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-04 17:00:00,Switzerland,Switzerland,CH,48.88,73.29,94.18,65.04,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-04 18:00:00,Switzerland,Switzerland,CH,52.45,77.03,93.65,64.42,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-04 19:00:00,Switzerland,Switzerland,CH,58.12,83.21,92.89,62.84,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-04 20:00:00,Switzerland,Switzerland,CH,64.3,90.85,92.07,62.03,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-04 21:00:00,Switzerland,Switzerland,CH,65.56,92.81,91.83,60.82,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-04 22:00:00,Switzerland,Switzerland,CH,64.85,92.2,91.78,58.52,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-04 23:00:00,Switzerland,Switzerland,CH,74.8,103.21,90.76,57.96,EMBER + Electricity Maps Estimation,false,
2023-01-05 00:00:00,Switzerland,Switzerland,CH,75.54,104.03,90.85,58.33,EMBER + Electricity Maps Estimation,false,
2023-01-05 01:00:00,Switzerland,Switzerland,CH,76.76,105.41,90.74,58.43,EMBER + Electricity Maps Estimation,false,
2023-01-05 02:00:00,Switzerland,Switzerland,CH,74.5,102.85,90.98,57.94,EMBER + Electricity Maps Estimation,false,
2023-01-05 03:00:00,Switzerland,Switzerland,CH,73.77,101.88,91.07,58.08,EMBER + Electricity Maps Estimation,false,
2023-01-05 04:00:00,Switzerland,Switzerland,CH,75.79,103.95,90.88,58.14,EMBER + Electricity Maps Estimation,false,
2023-01-05 05:00:00,Switzerland,Switzerland,CH,79.94,108.27,90.37,59.24,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-05 06:00:00,Switzerland,Switzerland,CH,76.52,102.82,91.1,61.57,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-05 07:00:00,Switzerland,Switzerland,CH,78.75,105.31,90.98,63.59,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-05 08:00:00,Switzerland,Switzerland,CH,77.61,105.19,91.04,63.77,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-05 09:00:00,Switzerland,Switzerland,CH,68.0,95.05,91.77,61.43,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-05 10:00:00,Switzerland,Switzerland,CH,57.92,84.69,92.74,60.23,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-05 11:00:00,Switzerland,Switzerland,CH,56.73,83.12,92.64,56.96,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-05 12:00:00,Switzerland,Switzerland,CH,56.91,82.71,92.5,55.48,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-05 13:00:00,Switzerland,Switzerland,CH,55.41,80.64,92.76,55.88,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-05 14:00:00,Switzerland,Switzerland,CH,41.63,65.79,94.02,54.53,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-05 15:00:00,Switzerland,Switzerland,CH,15.67,37.84,96.69,54.71,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-05 16:00:00,Switzerland,Switzerland,CH,11.99,34.35,97.43,59.1,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-05 17:00:00,Switzerland,Switzerland,CH,12.62,35.0,97.64,60.46,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-05 18:00:00,Switzerland,Switzerland,CH,56.8,80.84,93.02,58.54,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-05 19:00:00,Switzerland,Switzerland,CH,80.56,106.39,90.42,55.67,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-05 20:00:00,Switzerland,Switzerland,CH,65.77,92.08,91.36,52.22,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-05 21:00:00,Switzerland,Switzerland,CH,69.57,96.67,90.85,50.1,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-05 22:00:00,Switzerland,Switzerland,CH,67.81,94.97,90.83,47.76,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-05 23:00:00,Switzerland,Switzerland,CH,86.57,116.17,89.29,50.66,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-06 00:00:00,Switzerland,Switzerland,CH,86.7,116.24,89.44,50.49,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-06 01:00:00,Switzerland,Switzerland,CH,82.79,111.91,89.88,50.58,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-06 02:00:00,Switzerland,Switzerland,CH,63.74,90.45,91.84,49.42,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-06 03:00:00,Switzerland,Switzerland,CH,58.47,84.49,92.4,49.42,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-06 04:00:00,Switzerland,Switzerland,CH,62.33,88.52,92.07,49.76,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-06 05:00:00,Switzerland,Switzerland,CH,75.98,104.31,90.59,53.75,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-06 06:00:00,Switzerland,Switzerland,CH,83.01,112.37,89.97,58.37,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-06 07:00:00,Switzerland,Switzerland,CH,86.05,114.92,89.98,61.27,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-06 08:00:00,Switzerland,Switzerland,CH,77.28,105.46,90.88,62.41,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-06 09:00:00,Switzerland,Switzerland,CH,69.73,97.77,91.58,62.14,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-06 10:00:00,Switzerland,Switzerland,CH,65.46,93.95,91.94,62.02,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-06 11:00:00,Switzerland,Switzerland,CH,65.87,94.23,91.88,60.74,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-06 12:00:00,Switzerland,Switzerland,CH,62.0,89.76,92.31,58.93,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-06 13:00:00,Switzerland,Switzerland,CH,65.1,93.06,92.0,59.3,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-06 14:00:00,Switzerland,Switzerland,CH,62.5,89.4,92.15,57.87,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-06 15:00:00,Switzerland,Switzerland,CH,66.53,92.62,91.81,57.56,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-06 16:00:00,Switzerland,Switzerland,CH,59.72,84.71,93.04,61.51,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-06 17:00:00,Switzerland,Switzerland,CH,58.54,83.26,93.17,61.45,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-06 18:00:00,Switzerland,Switzerland,CH,65.85,91.58,92.1,59.18,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-06 19:00:00,Switzerland,Switzerland,CH,56.8,82.84,92.42,55.15,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-06 20:00:00,Switzerland,Switzerland,CH,62.28,89.03,91.98,54.13,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-06 21:00:00,Switzerland,Switzerland,CH,64.84,91.96,91.7,52.75,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-06 22:00:00,Switzerland,Switzerland,CH,60.66,87.78,92.03,51.07,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-06 23:00:00,Switzerland,Switzerland,CH,54.07,80.62,92.79,51.31,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-07 00:00:00,Switzerland,Switzerland,CH,55.09,81.81,92.73,51.28,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-07 01:00:00,Switzerland,Switzerland,CH,51.02,77.24,93.15,51.04,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-07 02:00:00,Switzerland,Switzerland,CH,42.48,67.52,94.03,50.46,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2023-01-07 03:00:00,Switzerland,Switzerland,CH,35.75,59.64,94.78,50.28,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
